"ID","Last Name","First Name","Grade Level","Enrollment Year","Graduation Year","Courses as a List","Course Grades as a List","Future Decision","SAT","ACT","Counselor Name"
"103880","Ortiz","Camila","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Precalculus GT"", ""AP Chemistry GT"", ""AP US History GT-11th grade only"", ""AP Seminar"", ""Engineering Design & Presentation I""]","[96, 97, 94, 94, 89, 96]","4 year college","","32","Sarah Martinez"
"103881","Ramirez","Antonio","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Health Science Theory""]","[84, 73, 78, 82, 81, 77]","vocational school","1242","30","James Walker"
"103882","Murphy","Kennedy","11","2024","2028","[""English III"", ""Algebra II"", ""Physics"", ""US History-11th grade"", ""PE Basketball-Girls"", ""Sports & Entertainment Marketing II (sem)"", ""Debate II""]","[72, 91, 87, 92, 81, 88, 85]","workforce","1104","","Priya Patel"
"103883","Rivera","Rafael","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Oral Interpretation II"", ""Foundations of Business Communication and Technologies""]","[85, 88, 92, 97, 91, 84]","4 year college","1445","35","Daniel Kim"
"103884","Coleman","Hayden","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""PE Track-Boys""]","[90, 86, 79, 78, 92, 88]","4 year college","1074","21","Melissa Johnson"
"103885","Farouk","Fadi","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Oral Interpretation III""]","[76, 80, 74, 83, 87, 86]","2 year college","1247","","Robert Nguyen"
"103886","Patel","Kavya","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Advanced Animal Science (Science credit)"", ""Professional Communications (sem)""]","[79, 76, 76, 63, 77, 72, 59]","workforce","868","","Emily Garcia"
"103887","Harris","Kenya","11","2024","2028","[""English III"", ""Statistics"", ""Environmental Systems"", ""US History-11th grade"", ""Oral Interpretation I"", ""Anatomy & Physiology""]","[87, 89, 82, 92, 75, 77]","2 year college","","21","Michael Thompson"
"103888","Diaz","Diego","10","2025","2029","[""English II KAP/GT"", ""Algebra II KAP"", ""Chemistry KAP"", ""AP World History GT-10th grade only"", ""Spanish II"", ""Leadworthy (sem)"", ""Debate I""]","[90, 86, 85, 86, 92, 99, 98]","4 year college","1537","31","Sarah Martinez"
"103889","Williams","Ava","11","2024","2028","[""English III"", ""Algebra II"", ""Aquatic Science"", ""US History-11th grade"", ""SAT and ACT Prep (College Readiness) (sem)"", ""Interpersonal Studies (sem .5 credit)""]","[78, 87, 86, 77, 87, 78]","4 year college","","20","James Walker"
"103890","Rao","Priya","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Photojournalism (sem)"", ""AP Computer Science Principles (LOTE credit)""]","[80, 90, 89, 83, 84, 88, 84]","4 year college","1173","21","Priya Patel"
"103891","Williams","Malik","12","2023","2027","[""English IV"", ""Discrete Math for Problem Solving"", ""Aquatic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Debate II"", ""Choir I"", ""Spanish III KAP""]","[80, 75, 89, 74, 89, 81, 79, 84]","2 year college","946","","Daniel Kim"
"103892","Coleman","Maya","11","2024","2028","[""English III"", ""Algebra II"", ""Aquatic Science"", ""US History-11th grade"", ""SAT and ACT Prep (College Readiness) (sem)"", ""Medical Terminology""]","[82, 81, 78, 89, 73, 72]","4 year college","986","14","Melissa Johnson"
"103893","Krishnan","Aditya","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Statistics GT"", ""AP Physics I GT"", ""AP US History GT-11th grade only"", ""AP Research"", ""Orchestra II"", ""Architectural Design II"", ""French III KAP""]","[89, 93, 89, 99, 85, 96, 94, 87]","4 year college","1400","36","Robert Nguyen"
"103894","Verma","Kavya","9","2026","2030","[""English I KAP/GT"", ""Geometry KAP/GT"", ""Biology KAP/GT"", ""AP Human Geography"", ""Health Education (sem)"", ""Band IV"", ""Debate I""]","[95, 93, 92, 91, 90, 97, 90]","4 year college","1284","","Emily Garcia"
"103895","Wilson","Oliver","12","2023","2027","[""English IV"", ""Accounting II"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""PE Diving""]","[76, 70, 79, 80, 64, 57]","vocational school","977","","Michael Thompson"
"103896","Jackson","Isabella","12","2023","2027","[""AP English IV Literature & Composition"", ""AP Calculus AB"", ""AP Environmental Science"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""Social Media Marketing (sem)"", ""Ceramics I""]","[88, 92, 97, 83, 93, 93, 83]","4 year college","1315","31","Sarah Martinez"
"103897","Young","Amara","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Oral Interpretation II"", ""Jazz Band II""]","[91, 86, 83, 80, 92, 89]","4 year college","","","James Walker"
"103898","Wang","Wei","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Statistics GT"", ""AP Chemistry GT"", ""AP US History GT-11th grade only"", ""AP Research"", ""Choir IV"", ""Leadworthy (sem)""]","[89, 96, 84, 92, 88, 88, 100]","4 year college","1512","","Priya Patel"
"103899","Harris","Emma","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Technical Theater II"", ""Band I"", ""Photojournalism (sem)""]","[74, 90, 78, 74, 81, 82, 72, 81]","2 year college","","24","Daniel Kim"
"103900","Hernandez","Sebastian","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Foundations of Business Communication and Technologies"", ""Architectural Design I"", ""American Sign Language III"", ""Computer Science I (LOTE credit)""]","[91, 87, 81, 84, 84, 89, 95, 94]","4 year college","1143","26","Melissa Johnson"
"103901","Robinson","Jordan","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Orchestra I"", ""American Sign Language II""]","[87, 87, 86, 78, 92, 95]","2 year college","1234","32","Robert Nguyen"
"103902","Yamamoto","Kevin","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Business Law for Real Estate"", ""PE Football-Boys"", ""Art I""]","[90, 87, 84, 86, 82, 82, 92, 88]","4 year college","","","Emily Garcia"
"103903","Bennett","Cameron","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Advanced Animal Science (Science credit)"", ""Medical Terminology"", ""Principles of Applied Engineering""]","[81, 78, 87, 84, 88, 70, 82, 81]","2 year college","1153","18","Michael Thompson"
"103904","Verma","Rohan","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Choir IV""]","[83, 84, 76, 92, 77, 74]","workforce","","","Sarah Martinez"
"103905","Gupta","Vikram","11","2024","2028","[""English III"", ""Statistics"", ""Aquatic Science"", ""US History-11th grade"", ""Orchestra III"", ""Medical Terminology"", ""French II"", ""Technical Theater II""]","[86, 74, 83, 75, 91, 83, 91, 79]","4 year college","","21","James Walker"
"103906","Cooper","Avery","10","2025","2029","[""English II"", ""Algebraic Reasoning"", ""Chemistry"", ""World History-10th grade only"", ""Business Law for Real Estate"", ""Anatomy & Physiology"", ""Financial Mathematics (Math credit)""]","[87, 78, 75, 76, 83, 86, 78]","vocational school","","","Priya Patel"
"103907","Reddy","Kavya","11","2024","2028","[""English III"", ""Algebra II"", ""Aquatic Science"", ""US History-11th grade"", ""Chinese II"", ""PE Track-Boys"", ""Choir IV"", ""PE Basketball-Girls""]","[73, 73, 75, 85, 78, 89, 89, 74]","4 year college","987","14","Daniel Kim"
"103908","Davis","Emma","12","2023","2027","[""AP English IV Literature & Composition"", ""AP Calculus AB"", ""AP Environmental Science"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""Spanish I""]","[81, 84, 81, 91, 91, 97]","4 year college","1137","","Melissa Johnson"
"103909","Kim","Hana","10","2025","2029","[""English II KAP/GT"", ""Algebra II KAP"", ""Chemistry KAP"", ""AP World History GT-10th grade only"", ""Chinese I"", ""Leadworthy (sem)"", ""Jazz Band IV"", ""Choir I""]","[82, 95, 85, 91, 95, 96, 89, 98]","4 year college","1323","27","Robert Nguyen"
"103910","Yamamoto","Yuna","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Drawing I"", ""Medical Terminology""]","[81, 77, 80, 82, 89, 85, 80]","vocational school","","","Emily Garcia"
"103911","Rodriguez","Natalia","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""French I""]","[72, 86, 86, 78, 86, 83]","4 year college","","23","Michael Thompson"
"103912","Kim","Yuki","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""AP Computer Science A (Math & LOTE credit)""]","[73, 77, 72, 84, 74, 74]","2 year college","904","","Sarah Martinez"
"103913","Reed","Cameron","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Technical Theater III""]","[95, 82, 85, 79, 96, 93]","4 year college","1412","","James Walker"
"103914","Kato","Mei","12","2023","2027","[""English IV"", ""Statistics"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Photojournalism (sem)"", ""Oral Interpretation I"", ""Medical Terminology""]","[84, 83, 88, 83, 82, 87, 86, 83]","workforce","1060","19","Priya Patel"
"103915","Hassan","Hassan","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Statistics GT"", ""AP Biology GT"", ""AP US History GT-11th grade only"", ""AP Research"", ""Debate I""]","[83, 92, 89, 84, 82, 99]","4 year college","1566","33","Daniel Kim"
"103916","Garcia","Mateo","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Animation I"", ""Oral Interpretation II""]","[90, 82, 93, 95, 96, 92]","2 year college","1159","","Melissa Johnson"
"103917","Torres","Alexis","9","2026","2030","[""English I KAP/GT"", ""Geometry KAP/GT"", ""Biology KAP/GT"", ""AP Human Geography"", ""Health Education (sem)"", ""Peer Assistance Leadership II (application required)""]","[90, 82, 86, 92, 98, 88]","4 year college","","36","Robert Nguyen"
"103918","Moore","Olivia","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Interior Design I"", ""AP Spanish IV Language and Culture"", ""American Sign Language III"", ""Spanish III KAP""]","[84, 86, 96, 87, 82, 79, 94, 93]","4 year college","","25","Emily Garcia"
"103919","Martin","Noah","11","2024","2028","[""English III"", ""Statistics"", ""Aquatic Science"", ""US History-11th grade"", ""PE Golf (Boys/Girls)"", ""Business Law for Real Estate""]","[74, 80, 83, 92, 84, 86]","4 year college","1151","18","Michael Thompson"
"103920","Wu","Ji-Young","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Statistics GT"", ""AP Biology GT"", ""AP US History GT-11th grade only"", ""AP Research"", ""Audio/Video Production II""]","[97, 95, 87, 90, 93, 92]","4 year college","1579","34","Sarah Martinez"
"103921","Yamamoto","Steven","11","2024","2028","[""English III"", ""Algebra II"", ""Physics"", ""US History-11th grade"", ""Spanish III"", ""Digital Arts and Animation (Fine Arts Credit)"", ""Business Law for Real Estate""]","[92, 78, 89, 88, 88, 79, 80]","2 year college","","","James Walker"
"103922","Harris","Darius","10","2025","2029","[""English II"", ""Algebraic Reasoning"", ""Biology"", ""World History-10th grade only"", ""Spanish III KAP"", ""Dance I""]","[79, 87, 86, 81, 73, 81]","workforce","1083","24","Priya Patel"
"103923","Allen","Zoe","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Band III"", ""Debate II"", ""Sports & Entertainment Marketing I (sem)"", ""Oral Interpretation I""]","[93, 84, 92, 83, 94, 90, 90, 86]","4 year college","1184","","Daniel Kim"
"103924","Ahmed","Hana","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Medical Terminology"", ""Theater Arts I"", ""Debate I""]","[75, 62, 66, 81, 56, 65, 75, 67]","4 year college","","12","Melissa Johnson"
"103925","Bhatia","Nisha","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Medical Terminology"", ""Chinese I""]","[76, 84, 79, 90, 89, 79, 88]","4 year college","","18","Robert Nguyen"
"103926","Johnson","Ava","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Chinese II"", ""AP Spanish V Literature and Culture""]","[88, 90, 88, 74, 72, 89, 83]","workforce","937","","Emily Garcia"
"103927","Brooks","Kennedy","11","2024","2028","[""English III"", ""Statistics"", ""Environmental Systems"", ""US History-11th grade"", ""Medical Terminology"", ""Principles of Health Science""]","[74, 71, 86, 83, 70, 70]","2 year college","","15","Michael Thompson"
"103928","Jung","Steven","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Engineering Design & Problem Solving (Science credit)"", ""AP Business with Personal Finance""]","[90, 92, 77, 84, 90, 96, 78]","4 year college","1252","","Sarah Martinez"
"103929","Yamamoto","David","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Band III"", ""AP Business with Personal Finance"", ""AP Spanish IV Language and Culture"", ""Orchestra II""]","[80, 91, 93, 89, 84, 85, 83, 86]","4 year college","","","James Walker"
"103930","Kumar","Arjun","11","2024","2028","[""AP English III Language and Composition"", ""Precalculus"", ""AP Physics I"", ""AP US History-11th grade only"", ""Theater Arts III"", ""AP Spanish V Literature and Culture"", ""Business Law for Real Estate""]","[88, 97, 87, 88, 93, 78, 88]","4 year college","1235","","Priya Patel"
"103931","Walker","Jordan","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Social Media Marketing (sem)""]","[77, 79, 85, 88, 85, 93]","4 year college","1332","","Daniel Kim"
"103932","Siddiqui","Lina","11","2024","2028","[""English III"", ""Algebra II"", ""Aquatic Science"", ""US History-11th grade"", ""Principles of Health Science"", ""Lifetime Nutrition & Wellness (sem .5 credit)""]","[84, 73, 81, 80, 92, 75]","4 year college","1221","","Melissa Johnson"
"103933","Lewis","Logan","9","2026","2030","[""English I KAP/GT"", ""Geometry KAP/GT"", ""Biology KAP/GT"", ""AP Human Geography"", ""Health Education (sem)"", ""AP Research"", ""Dance I"", ""American Sign Language II""]","[90, 95, 97, 88, 92, 87, 89, 89]","4 year college","1538","","Robert Nguyen"
"103934","Nair","Sanjana","12","2023","2027","[""AP English IV Literature & Composition"", ""Precalculus"", ""AP Environmental Science"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""Theater Arts I""]","[89, 86, 86, 83, 94, 96]","4 year college","1215","29","Emily Garcia"
